student_Id,Subject,Marks,College,Year,Class
2011PYB,A4,51,College_A,2011,VIII
2011PYB,A5,94,College_A,2011,VIII
2011uHK,A1,82,College_A,2011,VIII
2011uHK,A2,58,College_A,2011,VIII
2011uHK,A3,87,College_A,2011,VIII
2011uHK,A4,62,College_A,2011,VIII
2011uHK,A5,72,College_A,2011,VIII
2011jlE,A1,73,College_A,2011,VIII
2011jlE,A2,90,College_A,2011,VIII
2011jlE,A3,76,College_A,2011,VIII
2011jlE,A4,51,College_A,2011,VIII
2011jlE,A5,77,College_A,2011,VIII
2011cZd,A1,78,College_A,2011,VIII
2011cZd,A2,58,College_A,2011,VIII
2011cZd,A3,86,College_A,2011,VIII
2011cZd,A4,51,College_A,2011,VIII
2011cZd,A5,54,College_A,2011,VIII
2011mFE,A1,75,College_A,2011,VIII
2011mFE,A2,67,College_A,2011,VIII
2011mFE,A3,51,College_A,2011,VIII
2011mFE,A4,85,College_A,2011,VIII
2011mFE,A5,59,College_A,2011,VIII
2011iiI,A1,92,College_A,2011,VIII
2011iiI,A2,82,College_A,2011,VIII
2011iiI,A3,76,College_A,2011,VIII
2011iiI,A4,59,College_A,2011,VIII
2011iiI,A5,64,College_A,2011,VIII
2011oWa,A1,56,College_A,2011,VIII
2011oWa,A2,90,College_A,2011,VIII
2011oWa,A3,51,College_A,2011,VIII
2011oWa,A4,57,College_A,2011,VIII
2011oWa,A5,72,College_A,2011,VIII
2011Fvx,A1,53,College_A,2011,VIII
2011Fvx,A2,61,College_A,2011,VIII
2011Fvx,A3,90,College_A,2011,VIII
2011Fvx,A4,53,College_A,2011,VIII
2011Fvx,A5,78,College_A,2011,VIII
2011VKB,A1,75,College_A,2011,VIII
2011VKB,A2,92,College_A,2011,VIII
2011VKB,A3,50,College_A,2011,VIII
2011VKB,A4,81,College_A,2011,VIII
2011VKB,A5,52,College_A,2011,VIII
2011Pul,A1,74,College_A,2011,VIII
2011Pul,A2,57,College_A,2011,VIII
2011Pul,A3,91,College_A,2011,VIII
2011Pul,A4,69,College_A,2011,VIII
2011Pul,A5,81,College_A,2011,VIII
2011atN,A1,71,College_A,2011,VIII
2011atN,A2,93,College_A,2011,VIII
2011atN,A3,78,College_A,2011,VIII
2011atN,A4,80,College_A,2011,VIII
2011atN,A5,87,College_A,2011,VIII
2011IOE,A1,73,College_A,2011,VIII
2011IOE,A2,68,College_A,2011,VIII
2011IOE,A3,78,College_A,2011,VIII
2011IOE,A4,71,College_A,2011,VIII
2011IOE,A5,69,College_A,2011,VIII
2011Mlt,A1,61,College_A,2011,VIII
2011Mlt,A2,53,College_A,2011,VIII
2011Mlt,A3,72,College_A,2011,VIII
2011Mlt,A4,62,College_A,2011,VIII
2011Mlt,A5,59,College_A,2011,VIII
2011BKo,A1,75,College_A,2011,VIII
2011BKo,A2,75,College_A,2011,VIII
2011BKo,A3,76,College_A,2011,VIII
2011BKo,A4,63,College_A,2011,VIII
2011BKo,A5,92,College_A,2011,VIII
2011oDz,A1,57,College_A,2011,VIII
2011oDz,A2,64,College_A,2011,VIII
2011oDz,A3,84,College_A,2011,VIII
2011oDz,A4,79,College_A,2011,VIII
2011oDz,A5,54,College_A,2011,VIII
2011PgD,A1,85,College_A,2011,VIII
2011PgD,A2,56,College_A,2011,VIII
2011PgD,A3,83,College_A,2011,VIII
2011PgD,A4,71,College_A,2011,VIII
2011PgD,A5,79,College_A,2011,VIII
2011ckv,A1,57,College_A,2011,VIII
2011ckv,A2,61,College_A,2011,VIII
2011ckv,A3,74,College_A,2011,VIII
2011ckv,A4,75,College_A,2011,VIII
2011ckv,A5,84,College_A,2011,VIII
2011fit,A1,55,College_A,2011,VIII
2011fit,A2,75,College_A,2011,VIII
2011fit,A3,55,College_A,2011,VIII
2011fit,A4,93,College_A,2011,VIII
2011fit,A5,72,College_A,2011,VIII
2011Voc,A1,63,College_A,2011,VIII
2011Voc,A2,73,College_A,2011,VIII
2011Voc,A3,53,College_A,2011,VIII
2011Voc,A4,78,College_A,2011,VIII
2011Voc,A5,93,College_A,2011,VIII
2011PeD,A1,93,College_A,2011,VIII
2011PeD,A2,75,College_A,2011,VIII
2011PeD,A3,60,College_A,2011,VIII
2011PeD,A4,64,College_A,2011,VIII
2011PeD,A5,62,College_A,2011,VIII
2011SSH,A1,87,College_A,2011,VIII
2011SSH,A2,61,College_A,2011,VIII
2011SSH,A3,66,College_A,2011,VIII
2011SSH,A4,66,College_A,2011,VIII
2011SSH,A5,83,College_A,2011,VIII
2011QhL,A1,50,College_A,2011,VIII
2011QhL,A2,79,College_A,2011,VIII
2011QhL,A3,94,College_A,2011,VIII
2011QhL,A4,58,College_A,2011,VIII
2011QhL,A5,62,College_A,2011,VIII
2011tZz,A1,51,College_A,2011,VIII
2011tZz,A2,53,College_A,2011,VIII
2011tZz,A3,55,College_A,2011,VIII
2011tZz,A4,83,College_A,2011,VIII
2011tZz,A5,71,College_A,2011,VIII
2011TmO,A1,93,College_A,2011,VIII
2011TmO,A2,74,College_A,2011,VIII
2011TmO,A3,88,College_A,2011,VIII
2011TmO,A4,55,College_A,2011,VIII
2011TmO,A5,55,College_A,2011,VIII
2011OMM,A1,84,College_A,2011,VIII
2011OMM,A2,91,College_A,2011,VIII
2011OMM,A3,86,College_A,2011,VIII
2011OMM,A4,67,College_A,2011,VIII
2011OMM,A5,86,College_A,2011,VIII
2011ErN,A1,80,College_A,2011,VIII
2011ErN,A2,64,College_A,2011,VIII
2011ErN,A3,63,College_A,2011,VIII
2011ErN,A4,78,College_A,2011,VIII
2011ErN,A5,77,College_A,2011,VIII
2011CAd,A1,60,College_A,2011,VIII
2011CAd,A2,83,College_A,2011,VIII
2011CAd,A3,80,College_A,2011,VIII
2011CAd,A4,91,College_A,2011,VIII
2011CAd,A5,56,College_A,2011,VIII
2011YwH,A1,55,College_A,2011,VIII
2011YwH,A2,70,College_A,2011,VIII
2011YwH,A3,86,College_A,2011,VIII
2011YwH,A4,70,College_A,2011,VIII
2011YwH,A5,81,College_A,2011,VIII
2011ejI,A1,83,College_A,2011,VIII
2011ejI,A2,59,College_A,2011,VIII
2011ejI,A3,58,College_A,2011,VIII
2011ejI,A4,61,College_A,2011,VIII
2011ejI,A5,92,College_A,2011,VIII
2011HsY,A1,89,College_A,2011,VIII
2011HsY,A2,90,College_A,2011,VIII
2011HsY,A3,54,College_A,2011,VIII
2011HsY,A4,90,College_A,2011,VIII
2011HsY,A5,61,College_A,2011,VIII
2011RqE,A1,88,College_A,2011,VIII
2011RqE,A2,94,College_A,2011,VIII
2011RqE,A3,67,College_A,2011,VIII
2011RqE,A4,83,College_A,2011,VIII
2011RqE,A5,80,College_A,2011,VIII
2011QEE,A1,51,College_A,2011,VIII
2011QEE,A2,77,College_A,2011,VIII
2011QEE,A3,86,College_A,2011,VIII
2011QEE,A4,56,College_A,2011,VIII
2011QEE,A5,80,College_A,2011,VIII
2011otL,A1,91,College_A,2011,VIII
2011otL,A2,76,College_A,2011,VIII
2011otL,A3,56,College_A,2011,VIII
2011otL,A4,66,College_A,2011,VIII
2011otL,A5,72,College_A,2011,VIII
2011Kle,A1,57,College_A,2011,VIII
2011Kle,A2,80,College_A,2011,VIII
2011Kle,A3,63,College_A,2011,VIII
2011Kle,A4,52,College_A,2011,VIII
2011Kle,A5,54,College_A,2011,VIII
2011rLM,A1,73,College_A,2011,VIII
2011rLM,A2,56,College_A,2011,VIII
2011rLM,A3,68,College_A,2011,VIII
2011rLM,A4,55,College_A,2011,VIII
2011rLM,A5,78,College_A,2011,VIII
2011Air,A1,53,College_A,2011,VIII
2011Air,A2,63,College_A,2011,VIII
2011Air,A3,93,College_A,2011,VIII
2011Air,A4,79,College_A,2011,VIII
2011Air,A5,89,College_A,2011,VIII
2011DFj,A1,79,College_A,2011,VIII
2011DFj,A2,88,College_A,2011,VIII
2011DFj,A3,59,College_A,2011,VIII
2011DFj,A4,66,College_A,2011,VIII
2011DFj,A5,67,College_A,2011,VIII
2011ArP,A1,76,College_A,2011,VIII
2011ArP,A2,71,College_A,2011,VIII
2011ArP,A3,88,College_A,2011,VIII
2011ArP,A4,71,College_A,2011,VIII
2011ArP,A5,88,College_A,2011,VIII
2011fXa,A1,79,College_A,2011,VIII
2011fXa,A2,62,College_A,2011,VIII
2011fXa,A3,82,College_A,2011,VIII
2011fXa,A4,71,College_A,2011,VIII
2011fXa,A5,58,College_A,2011,VIII
2011ozC,A1,61,College_A,2011,VIII
2011ozC,A2,73,College_A,2011,VIII
2011ozC,A3,85,College_A,2011,VIII
2011ozC,A4,54,College_A,2011,VIII
2011ozC,A5,65,College_A,2011,VIII
2011ZET,A1,89,College_A,2011,VIII
2011ZET,A2,51,College_A,2011,VIII
2011ZET,A3,76,College_A,2011,VIII
2011ZET,A4,93,College_A,2011,VIII
2011ZET,A5,63,College_A,2011,VIII
2011Tdb,A1,63,College_A,2011,VIII
2011Tdb,A2,94,College_A,2011,VIII
2011Tdb,A3,76,College_A,2011,VIII
2011Tdb,A4,86,College_A,2011,VIII
2011Tdb,A5,85,College_A,2011,VIII
2011OMR,A1,58,College_A,2011,VIII
2011OMR,A2,56,College_A,2011,VIII
2011OMR,A3,71,College_A,2011,VIII
2011OMR,A4,93,College_A,2011,VIII
2011OMR,A5,61,College_A,2011,VIII
2011XWN,A1,62,College_A,2011,VIII
2011XWN,A2,90,College_A,2011,VIII
2011XWN,A3,53,College_A,2011,VIII
2011XWN,A4,83,College_A,2011,VIII
2011XWN,A5,73,College_A,2011,VIII
2011sNh,A1,60,College_A,2011,VIII
2011sNh,A2,73,College_A,2011,VIII
2011sNh,A3,91,College_A,2011,VIII
2011sNh,A4,51,College_A,2011,VIII
2011sNh,A5,74,College_A,2011,VIII
2011wFj,A1,55,College_A,2011,VIII
2011wFj,A2,65,College_A,2011,VIII
2011wFj,A3,54,College_A,2011,VIII
2011wFj,A4,84,College_A,2011,VIII
2011wFj,A5,51,College_A,2011,VIII
2011vQX,A1,56,College_A,2011,VIII
2011vQX,A2,68,College_A,2011,VIII
2011vQX,A3,87,College_A,2011,VIII
2011vQX,A4,55,College_A,2011,VIII
2011vQX,A5,92,College_A,2011,VIII
2011IaS,A1,74,College_A,2011,VIII
2011IaS,A2,64,College_A,2011,VIII
2011IaS,A3,52,College_A,2011,VIII
2011IaS,A4,77,College_A,2011,VIII
2011IaS,A5,90,College_A,2011,VIII
2011BDs,A1,61,College_A,2011,VIII
2011BDs,A2,92,College_A,2011,VIII
2011BDs,A3,60,College_A,2011,VIII
2011BDs,A4,59,College_A,2011,VIII
2011BDs,A5,51,College_A,2011,VIII
2011QpR,A1,81,College_A,2011,VIII
2011QpR,A2,84,College_A,2011,VIII
2011QpR,A3,59,College_A,2011,VIII
2011QpR,A4,82,College_A,2011,VIII
2011QpR,A5,52,College_A,2011,VIII
2011lga,A1,91,College_A,2011,VIII
2011lga,A2,77,College_A,2011,VIII
2011lga,A3,89,College_A,2011,VIII
2011lga,A4,76,College_A,2011,VIII
2011lga,A5,77,College_A,2011,VIII
2011Tcj,A1,74,College_A,2011,VIII
2011Tcj,A2,79,College_A,2011,VIII
2011Tcj,A3,87,College_A,2011,VIII
2011Tcj,A4,78,College_A,2011,VIII
2011Tcj,A5,76,College_A,2011,VIII
2011Lmp,A1,93,College_A,2011,VIII
2011Lmp,A2,72,College_A,2011,VIII
2011Lmp,A3,50,College_A,2011,VIII
2011Lmp,A4,84,College_A,2011,VIII
2011Lmp,A5,89,College_A,2011,VIII
2011xzF,A1,68,College_A,2011,VIII
2011xzF,A2,60,College_A,2011,VIII
2011xzF,A3,58,College_A,2011,VIII
2011xzF,A4,52,College_A,2011,VIII
2011xzF,A5,61,College_A,2011,VIII
2011yCE,A1,84,College_A,2011,VIII
2011yCE,A2,54,College_A,2011,VIII
2011yCE,A3,59,College_A,2011,VIII
2011yCE,A4,91,College_A,2011,VIII
2011yCE,A5,67,College_A,2011,VIII
2011apn,A1,80,College_A,2011,VIII
2011apn,A2,77,College_A,2011,VIII
2011apn,A3,50,College_A,2011,VIII
2011apn,A4,70,College_A,2011,VIII
2011apn,A5,67,College_A,2011,VIII
2011iWJ,A1,50,College_A,2011,VIII
2011iWJ,A2,66,College_A,2011,VIII
2011iWJ,A3,92,College_A,2011,VIII
2011iWJ,A4,83,College_A,2011,VIII
2011iWJ,A5,50,College_A,2011,VIII
2011IST,A1,63,College_A,2011,VIII
2011IST,A2,70,College_A,2011,VIII
2011IST,A3,91,College_A,2011,VIII
2011IST,A4,67,College_A,2011,VIII
2011IST,A5,56,College_A,2011,VIII
2011glR,A1,55,College_A,2011,VIII
2011glR,A2,54,College_A,2011,VIII
2011glR,A3,63,College_A,2011,VIII
2011glR,A4,70,College_A,2011,VIII
2011glR,A5,88,College_A,2011,VIII
2011Wyo,A1,90,College_A,2011,VIII
2011Wyo,A2,57,College_A,2011,VIII
2011Wyo,A3,88,College_A,2011,VIII
2011Wyo,A4,60,College_A,2011,VIII
2011Wyo,A5,75,College_A,2011,VIII
2011rYw,A1,77,College_A,2011,VIII
2011rYw,A2,69,College_A,2011,VIII
2011rYw,A3,82,College_A,2011,VIII
2011rYw,A4,59,College_A,2011,VIII
2011rYw,A5,73,College_A,2011,VIII
2011Oxw,A1,70,College_A,2011,VIII
2011Oxw,A2,61,College_A,2011,VIII
2011Oxw,A3,62,College_A,2011,VIII
2011Oxw,A4,85,College_A,2011,VIII
2011Oxw,A5,91,College_A,2011,VIII
2011flT,A1,75,College_A,2011,VIII
2011flT,A2,62,College_A,2011,VIII
2011flT,A3,53,College_A,2011,VIII
2011flT,A4,89,College_A,2011,VIII
2011flT,A5,59,College_A,2011,VIII
2011MXc,A1,60,College_A,2011,VIII
2011MXc,A2,83,College_A,2011,VIII
2011MXc,A3,50,College_A,2011,VIII
2011MXc,A4,85,College_A,2011,VIII
2011MXc,A5,62,College_A,2011,VIII
2011Bow,A1,79,College_A,2011,VIII
2011Bow,A2,89,College_A,2011,VIII
2011Bow,A3,79,College_A,2011,VIII
2011Bow,A4,90,College_A,2011,VIII
2011Bow,A5,70,College_A,2011,VIII
2011Qua,A1,55,College_A,2011,VIII
2011Qua,A2,62,College_A,2011,VIII
2011Qua,A3,57,College_A,2011,VIII
2011Qua,A4,68,College_A,2011,VIII
2011Qua,A5,88,College_A,2011,VIII
2011iJn,A1,75,College_A,2011,VIII
2011iJn,A2,76,College_A,2011,VIII
2011iJn,A3,53,College_A,2011,VIII
2011iJn,A4,50,College_A,2011,VIII
2011iJn,A5,55,College_A,2011,VIII
2011YRG,A1,71,College_A,2011,VIII
2011YRG,A2,68,College_A,2011,VIII
2011YRG,A3,83,College_A,2011,VIII
2011YRG,A4,82,College_A,2011,VIII
2011YRG,A5,85,College_A,2011,VIII
2011aQj,A1,83,College_A,2011,VIII
2011aQj,A2,55,College_A,2011,VIII
2011aQj,A3,57,College_A,2011,VIII
2011aQj,A4,61,College_A,2011,VIII
2011aQj,A5,62,College_A,2011,VIII
2011Alu,A1,90,College_A,2011,VIII
2011Alu,A2,87,College_A,2011,VIII
2011Alu,A3,78,College_A,2011,VIII
2011Alu,A4,61,College_A,2011,VIII
2011Alu,A5,88,College_A,2011,VIII
2011BZw,A1,74,College_A,2011,VIII
2011BZw,A2,81,College_A,2011,VIII
2011BZw,A3,92,College_A,2011,VIII
2011BZw,A4,89,College_A,2011,VIII
2011BZw,A5,52,College_A,2011,VIII
2011omm,A1,70,College_A,2011,VIII
2011omm,A2,88,College_A,2011,VIII
2011omm,A3,75,College_A,2011,VIII
2011omm,A4,68,College_A,2011,VIII
2011omm,A5,81,College_A,2011,VIII
2011ecW,A1,85,College_A,2011,VIII
2011ecW,A2,66,College_A,2011,VIII
2011ecW,A3,62,College_A,2011,VIII
2011ecW,A4,57,College_A,2011,VIII
2011ecW,A5,82,College_A,2011,VIII
2011oHl,A1,85,College_A,2011,VIII
2011oHl,A2,74,College_A,2011,VIII
2011oHl,A3,66,College_A,2011,VIII
2011oHl,A4,81,College_A,2011,VIII
2011oHl,A5,94,College_A,2011,VIII
2011ApR,A1,81,College_A,2011,VIII
2011ApR,A2,55,College_A,2011,VIII
2011ApR,A3,52,College_A,2011,VIII
2011ApR,A4,58,College_A,2011,VIII
2011ApR,A5,94,College_A,2011,VIII
2011OGC,A1,57,College_A,2011,VIII
2011OGC,A2,80,College_A,2011,VIII
2011OGC,A3,89,College_A,2011,VIII
2011OGC,A4,73,College_A,2011,VIII
2011OGC,A5,67,College_A,2011,VIII
2011TYi,A1,80,College_A,2011,VIII
2011TYi,A2,94,College_A,2011,VIII
2011TYi,A3,89,College_A,2011,VIII
2011TYi,A4,75,College_A,2011,VIII
2011TYi,A5,94,College_A,2011,VIII
2011sbm,A1,75,College_A,2011,VIII
2011sbm,A2,81,College_A,2011,VIII
2011sbm,A3,92,College_A,2011,VIII
2011sbm,A4,85,College_A,2011,VIII
2011sbm,A5,84,College_A,2011,VIII
2011rEY,A1,68,College_A,2011,VIII
2011rEY,A2,67,College_A,2011,VIII
2011rEY,A3,52,College_A,2011,VIII
2011rEY,A4,60,College_A,2011,VIII
2011rEY,A5,76,College_A,2011,VIII
2011RYR,A1,90,College_A,2011,VIII
2011RYR,A2,52,College_A,2011,VIII
2011RYR,A3,92,College_A,2011,VIII
2011RYR,A4,80,College_A,2011,VIII
2011RYR,A5,59,College_A,2011,VIII
2011vks,A1,92,College_A,2011,VIII
2011vks,A2,53,College_A,2011,VIII
2011vks,A3,54,College_A,2011,VIII
2011vks,A4,70,College_A,2011,VIII
2011vks,A5,65,College_A,2011,VIII
2011wqT,A1,85,College_A,2011,VIII
2011wqT,A2,54,College_A,2011,VIII
2011wqT,A3,72,College_A,2011,VIII
2011wqT,A4,88,College_A,2011,VIII
2011wqT,A5,83,College_A,2011,VIII
2011atv,A1,51,College_A,2011,VIII
2011atv,A2,50,College_A,2011,VIII
2011atv,A3,90,College_A,2011,VIII
2011atv,A4,72,College_A,2011,VIII
2011atv,A5,73,College_A,2011,VIII
2011vYq,A1,87,College_A,2011,VIII
2011vYq,A2,63,College_A,2011,VIII
2011vYq,A3,79,College_A,2011,VIII
2011vYq,A4,76,College_A,2011,VIII
2011vYq,A5,82,College_A,2011,VIII
2011adH,A1,81,College_A,2011,VIII
2011adH,A2,88,College_A,2011,VIII
2011adH,A3,60,College_A,2011,VIII
2011adH,A4,89,College_A,2011,VIII
2011adH,A5,67,College_A,2011,VIII
2011eaP,A1,83,College_A,2011,VIII
2011eaP,A2,84,College_A,2011,VIII
2011eaP,A3,71,College_A,2011,VIII
2011eaP,A4,89,College_A,2011,VIII
2011eaP,A5,92,College_A,2011,VIII
2011Cpc,A1,71,College_A,2011,VIII
2011Cpc,A2,76,College_A,2011,VIII
2011Cpc,A3,57,College_A,2011,VIII
2011Cpc,A4,51,College_A,2011,VIII
2011Cpc,A5,51,College_A,2011,VIII
2011pZd,A1,78,College_A,2011,VIII
2011pZd,A2,73,College_A,2011,VIII
2011pZd,A3,53,College_A,2011,VIII
2011pZd,A4,66,College_A,2011,VIII
2011pZd,A5,85,College_A,2011,VIII
2011UzP,A1,90,College_A,2011,VIII
2011UzP,A2,91,College_A,2011,VIII
2011UzP,A3,61,College_A,2011,VIII
2011UzP,A4,52,College_A,2011,VIII
2011UzP,A5,74,College_A,2011,VIII
2011nWq,A1,65,College_A,2011,VIII
2011nWq,A2,80,College_A,2011,VIII
2011nWq,A3,54,College_A,2011,VIII
2011nWq,A4,69,College_A,2011,VIII
2011nWq,A5,59,College_A,2011,VIII
2011Zlo,A1,59,College_A,2011,VIII
2011Zlo,A2,55,College_A,2011,VIII
2011Zlo,A3,90,College_A,2011,VIII
2011Zlo,A4,70,College_A,2011,VIII
2011Zlo,A5,50,College_A,2011,VIII
2011PFu,A1,55,College_A,2011,VIII
2011PFu,A2,59,College_A,2011,VIII
2011PFu,A3,93,College_A,2011,VIII
2011PFu,A4,76,College_A,2011,VIII
2011PFu,A5,52,College_A,2011,VIII
2011Hit,A1,69,College_A,2011,VIII
2011Hit,A2,69,College_A,2011,VIII
2011Hit,A3,55,College_A,2011,VIII
2011Hit,A4,50,College_A,2011,VIII
2011Hit,A5,58,College_A,2011,VIII
2011ImB,A1,70,College_A,2011,VIII
2011ImB,A2,52,College_A,2011,VIII
2011ImB,A3,76,College_A,2011,VIII
2011ImB,A4,76,College_A,2011,VIII
2011ImB,A5,52,College_A,2011,VIII
2011evv,A1,79,College_A,2011,VIII
2011evv,A2,88,College_A,2011,VIII
2011evv,A3,84,College_A,2011,VIII
2011evv,A4,57,College_A,2011,VIII
2011evv,A5,80,College_A,2011,VIII
2011XMd,A1,61,College_A,2011,VIII
2011XMd,A2,61,College_A,2011,VIII
2011XMd,A3,83,College_A,2011,VIII
2011XMd,A4,72,College_A,2011,VIII
2011XMd,A5,87,College_A,2011,VIII
2011enq,A1,76,College_A,2011,VIII
2011enq,A2,84,College_A,2011,VIII
2011enq,A3,65,College_A,2011,VIII
2011enq,A4,91,College_A,2011,VIII
2011enq,A5,54,College_A,2011,VIII
2011rwU,A1,72,College_A,2011,VIII
2011rwU,A2,84,College_A,2011,VIII
2011rwU,A3,77,College_A,2011,VIII
2011rwU,A4,86,College_A,2011,VIII
2011rwU,A5,67,College_A,2011,VIII
2011vuY,A1,74,College_A,2011,VIII
2011vuY,A2,78,College_A,2011,VIII
2011vuY,A3,79,College_A,2011,VIII
2011vuY,A4,53,College_A,2011,VIII
2011vuY,A5,50,College_A,2011,VIII
2011RRU,A1,82,College_A,2011,VIII
2011RRU,A2,68,College_A,2011,VIII
2011RRU,A3,59,College_A,2011,VIII
2011RRU,A4,71,College_A,2011,VIII
2011RRU,A5,75,College_A,2011,VIII
2011UVj,A1,63,College_A,2011,VIII
2011UVj,A2,63,College_A,2011,VIII
2011UVj,A3,92,College_A,2011,VIII
2011UVj,A4,53,College_A,2011,VIII
2011UVj,A5,60,College_A,2011,VIII
2011hjF,A1,56,College_A,2011,VIII
2011hjF,A2,76,College_A,2011,VIII
2011hjF,A3,94,College_A,2011,VIII
2011hjF,A4,58,College_A,2011,VIII
2011hjF,A5,58,College_A,2011,VIII
2011yhX,A1,81,College_A,2011,VIII
2011yhX,A2,61,College_A,2011,VIII
2011yhX,A3,94,College_A,2011,VIII
2011yhX,A4,76,College_A,2011,VIII
2011yhX,A5,80,College_A,2011,VIII
2011xdv,A1,73,College_A,2012,IX
2011xdv,A2,88,College_A,2012,IX
2011xdv,A3,66,College_A,2012,IX
2011xdv,A4,59,College_A,2012,IX
2011xdv,A5,81,College_A,2012,IX
2011jXq,A1,51,College_A,2012,IX
2011jXq,A2,67,College_A,2012,IX
2011jXq,A3,83,College_A,2012,IX
2011jXq,A4,83,College_A,2012,IX
2011jXq,A5,67,College_A,2012,IX
2011zgJ,A1,58,College_A,2012,IX
2011zgJ,A2,86,College_A,2012,IX
2011zgJ,A3,53,College_A,2012,IX
2011zgJ,A4,65,College_A,2012,IX
2011zgJ,A5,70,College_A,2012,IX
2011Tww,A1,82,College_A,2012,IX
2011Tww,A2,87,College_A,2012,IX
2011Tww,A3,67,College_A,2012,IX
2011Tww,A4,53,College_A,2012,IX
2011Tww,A5,85,College_A,2012,IX
2011HFO,A1,67,College_A,2012,IX
2011HFO,A2,74,College_A,2012,IX
2011HFO,A3,53,College_A,2012,IX
2011HFO,A4,56,College_A,2012,IX
2011HFO,A5,72,College_A,2012,IX
2011mSv,A1,90,College_A,2012,IX
2011mSv,A2,90,College_A,2012,IX
2011mSv,A3,82,College_A,2012,IX
2011mSv,A4,94,College_A,2012,IX
2011mSv,A5,66,College_A,2012,IX
2011RJb,A1,84,College_A,2012,IX
2011RJb,A2,62,College_A,2012,IX
2011RJb,A3,74,College_A,2012,IX
2011RJb,A4,59,College_A,2012,IX
2011RJb,A5,86,College_A,2012,IX
2011qVH,A1,71,College_A,2012,IX
2011qVH,A2,83,College_A,2012,IX
2011qVH,A3,91,College_A,2012,IX
2011qVH,A4,94,College_A,2012,IX
2011qVH,A5,62,College_A,2012,IX
2011WYR,A1,59,College_A,2012,IX
2011WYR,A2,63,College_A,2012,IX
2011WYR,A3,54,College_A,2012,IX
2011WYR,A4,83,College_A,2012,IX
2011WYR,A5,93,College_A,2012,IX
2011fgY,A1,92,College_A,2012,IX
2011fgY,A2,88,College_A,2012,IX
2011fgY,A3,67,College_A,2012,IX
2011fgY,A4,68,College_A,2012,IX
2011fgY,A5,85,College_A,2012,IX
2011FmW,A1,70,College_A,2012,IX
2011FmW,A2,52,College_A,2012,IX
2011FmW,A3,84,College_A,2012,IX
2011FmW,A4,70,College_A,2012,IX
2011FmW,A5,74,College_A,2012,IX
2011PYB,A1,78,College_A,2012,IX
2011PYB,A2,57,College_A,2012,IX
2011PYB,A3,54,College_A,2012,IX
2011PYB,A4,66,College_A,2012,IX
2011PYB,A5,70,College_A,2012,IX
2011uHK,A1,62,College_A,2012,IX
2011uHK,A2,69,College_A,2012,IX
2011uHK,A3,89,College_A,2012,IX
