student_Id,Subject,Marks,College_list,Year,Class
2011rgW,A4,74,College_A,2011,VIII
2011rgW,A5,80,College_A,2011,VIII
2011EOc,A1,73,College_A,2011,VIII
2011EOc,A2,58,College_A,2011,VIII
2011EOc,A3,81,College_A,2011,VIII
2011EOc,A4,63,College_A,2011,VIII
2011EOc,A5,77,College_A,2011,VIII
2011evh,A1,93,College_A,2011,VIII
2011evh,A2,88,College_A,2011,VIII
2011evh,A3,92,College_A,2011,VIII
2011evh,A4,79,College_A,2011,VIII
2011evh,A5,51,College_A,2011,VIII
2011hrh,A1,83,College_A,2011,VIII
2011hrh,A2,85,College_A,2011,VIII
2011hrh,A3,63,College_A,2011,VIII
2011hrh,A4,62,College_A,2011,VIII
2011hrh,A5,51,College_A,2011,VIII
2011jnD,A1,68,College_A,2011,VIII
2011jnD,A2,57,College_A,2011,VIII
2011jnD,A3,88,College_A,2011,VIII
2011jnD,A4,57,College_A,2011,VIII
2011jnD,A5,64,College_A,2011,VIII
2011Eor,A1,69,College_A,2011,VIII
2011Eor,A2,61,College_A,2011,VIII
2011Eor,A3,75,College_A,2011,VIII
2011Eor,A4,94,College_A,2011,VIII
2011Eor,A5,52,College_A,2011,VIII
2011ynH,A1,88,College_A,2011,VIII
2011ynH,A2,93,College_A,2011,VIII
2011ynH,A3,81,College_A,2011,VIII
2011ynH,A4,77,College_A,2011,VIII
2011ynH,A5,92,College_A,2011,VIII
2011kUi,A1,91,College_A,2011,VIII
2011kUi,A2,60,College_A,2011,VIII
2011kUi,A3,74,College_A,2011,VIII
2011kUi,A4,78,College_A,2011,VIII
2011kUi,A5,93,College_A,2011,VIII
2011SdD,A1,74,College_A,2011,VIII
2011SdD,A2,81,College_A,2011,VIII
2011SdD,A3,59,College_A,2011,VIII
2011SdD,A4,92,College_A,2011,VIII
2011SdD,A5,68,College_A,2011,VIII
2011Phe,A1,91,College_A,2011,VIII
2011Phe,A2,80,College_A,2011,VIII
2011Phe,A3,55,College_A,2011,VIII
2011Phe,A4,93,College_A,2011,VIII
2011Phe,A5,64,College_A,2011,VIII
2011JlA,A1,59,College_A,2011,VIII
2011JlA,A2,74,College_A,2011,VIII
2011JlA,A3,71,College_A,2011,VIII
2011JlA,A4,59,College_A,2011,VIII
2011JlA,A5,77,College_A,2011,VIII
2011xbc,A1,94,College_A,2011,VIII
2011xbc,A2,90,College_A,2011,VIII
2011xbc,A3,51,College_A,2011,VIII
2011xbc,A4,81,College_A,2011,VIII
2011xbc,A5,83,College_A,2011,VIII
2011bON,A1,91,College_A,2011,VIII
2011bON,A2,76,College_A,2011,VIII
2011bON,A3,74,College_A,2011,VIII
2011bON,A4,81,College_A,2011,VIII
2011bON,A5,65,College_A,2011,VIII
2011mDA,A1,86,College_A,2011,VIII
2011mDA,A2,70,College_A,2011,VIII
2011mDA,A3,88,College_A,2011,VIII
2011mDA,A4,80,College_A,2011,VIII
2011mDA,A5,75,College_A,2011,VIII
2011OVb,A1,64,College_A,2011,VIII
2011OVb,A2,65,College_A,2011,VIII
2011OVb,A3,76,College_A,2011,VIII
2011OVb,A4,71,College_A,2011,VIII
2011OVb,A5,60,College_A,2011,VIII
2011ePS,A1,75,College_A,2011,VIII
2011ePS,A2,90,College_A,2011,VIII
2011ePS,A3,85,College_A,2011,VIII
2011ePS,A4,50,College_A,2011,VIII
2011ePS,A5,94,College_A,2011,VIII
2011iKW,A1,51,College_A,2011,VIII
2011iKW,A2,82,College_A,2011,VIII
2011iKW,A3,91,College_A,2011,VIII
2011iKW,A4,53,College_A,2011,VIII
2011iKW,A5,64,College_A,2011,VIII
2011KWu,A1,70,College_A,2011,VIII
2011KWu,A2,71,College_A,2011,VIII
2011KWu,A3,62,College_A,2011,VIII
2011KWu,A4,90,College_A,2011,VIII
2011KWu,A5,79,College_A,2011,VIII
2011nCm,A1,53,College_A,2011,VIII
2011nCm,A2,58,College_A,2011,VIII
2011nCm,A3,51,College_A,2011,VIII
2011nCm,A4,76,College_A,2011,VIII
2011nCm,A5,79,College_A,2011,VIII
2011AxB,A1,57,College_A,2011,VIII
2011AxB,A2,68,College_A,2011,VIII
2011AxB,A3,81,College_A,2011,VIII
2011AxB,A4,74,College_A,2011,VIII
2011AxB,A5,60,College_A,2011,VIII
2011jZn,A1,55,College_A,2011,VIII
2011jZn,A2,65,College_A,2011,VIII
2011jZn,A3,80,College_A,2011,VIII
2011jZn,A4,64,College_A,2011,VIII
2011jZn,A5,66,College_A,2011,VIII
2011ggX,A1,54,College_A,2011,VIII
2011ggX,A2,77,College_A,2011,VIII
2011ggX,A3,55,College_A,2011,VIII
2011ggX,A4,89,College_A,2011,VIII
2011ggX,A5,62,College_A,2011,VIII
2011WWg,A1,62,College_A,2011,VIII
2011WWg,A2,58,College_A,2011,VIII
2011WWg,A3,69,College_A,2011,VIII
2011WWg,A4,62,College_A,2011,VIII
2011WWg,A5,71,College_A,2011,VIII
2011SNn,A1,69,College_A,2011,VIII
2011SNn,A2,68,College_A,2011,VIII
2011SNn,A3,89,College_A,2011,VIII
2011SNn,A4,81,College_A,2011,VIII
2011SNn,A5,52,College_A,2011,VIII
2011Lye,A1,84,College_A,2011,VIII
2011Lye,A2,92,College_A,2011,VIII
2011Lye,A3,51,College_A,2011,VIII
2011Lye,A4,63,College_A,2011,VIII
2011Lye,A5,52,College_A,2011,VIII
2011zux,A1,76,College_A,2011,VIII
2011zux,A2,68,College_A,2011,VIII
2011zux,A3,74,College_A,2011,VIII
2011zux,A4,62,College_A,2011,VIII
2011zux,A5,76,College_A,2011,VIII
2011AaC,A1,59,College_A,2011,VIII
2011AaC,A2,67,College_A,2011,VIII
2011AaC,A3,50,College_A,2011,VIII
2011AaC,A4,64,College_A,2011,VIII
2011AaC,A5,57,College_A,2011,VIII
2011ImN,A1,68,College_A,2011,VIII
2011ImN,A2,68,College_A,2011,VIII
2011ImN,A3,84,College_A,2011,VIII
2011ImN,A4,84,College_A,2011,VIII
2011ImN,A5,70,College_A,2011,VIII
2011lwk,A1,90,College_A,2011,VIII
2011lwk,A2,51,College_A,2011,VIII
2011lwk,A3,93,College_A,2011,VIII
2011lwk,A4,58,College_A,2011,VIII
2011lwk,A5,51,College_A,2011,VIII
2011zoL,A1,53,College_A,2011,VIII
2011zoL,A2,61,College_A,2011,VIII
2011zoL,A3,89,College_A,2011,VIII
2011zoL,A4,63,College_A,2011,VIII
2011zoL,A5,58,College_A,2011,VIII
2011oxr,A1,60,College_A,2011,VIII
2011oxr,A2,92,College_A,2011,VIII
2011oxr,A3,88,College_A,2011,VIII
2011oxr,A4,58,College_A,2011,VIII
2011oxr,A5,68,College_A,2011,VIII
2011oLH,A1,61,College_A,2011,VIII
2011oLH,A2,94,College_A,2011,VIII
2011oLH,A3,81,College_A,2011,VIII
2011oLH,A4,59,College_A,2011,VIII
2011oLH,A5,58,College_A,2011,VIII
2011loa,A1,87,College_A,2011,VIII
2011loa,A2,58,College_A,2011,VIII
2011loa,A3,55,College_A,2011,VIII
2011loa,A4,67,College_A,2011,VIII
2011loa,A5,84,College_A,2011,VIII
2011kkr,A1,91,College_A,2011,VIII
2011kkr,A2,67,College_A,2011,VIII
2011kkr,A3,85,College_A,2011,VIII
2011kkr,A4,87,College_A,2011,VIII
2011kkr,A5,62,College_A,2011,VIII
2011Zve,A1,70,College_A,2011,VIII
2011Zve,A2,79,College_A,2011,VIII
2011Zve,A3,94,College_A,2011,VIII
2011Zve,A4,80,College_A,2011,VIII
2011Zve,A5,57,College_A,2011,VIII
2011PoB,A1,81,College_A,2011,VIII
2011PoB,A2,89,College_A,2011,VIII
2011PoB,A3,68,College_A,2011,VIII
2011PoB,A4,73,College_A,2011,VIII
2011PoB,A5,70,College_A,2011,VIII
2011qmW,A1,54,College_A,2011,VIII
2011qmW,A2,60,College_A,2011,VIII
2011qmW,A3,65,College_A,2011,VIII
2011qmW,A4,87,College_A,2011,VIII
2011qmW,A5,56,College_A,2011,VIII
2011Ack,A1,83,College_A,2011,VIII
2011Ack,A2,61,College_A,2011,VIII
2011Ack,A3,93,College_A,2011,VIII
2011Ack,A4,71,College_A,2011,VIII
2011Ack,A5,60,College_A,2011,VIII
2011qiR,A1,83,College_A,2011,VIII
2011qiR,A2,62,College_A,2011,VIII
2011qiR,A3,93,College_A,2011,VIII
2011qiR,A4,53,College_A,2011,VIII
2011qiR,A5,66,College_A,2011,VIII
2011gkN,A1,88,College_A,2011,VIII
2011gkN,A2,73,College_A,2011,VIII
2011gkN,A3,76,College_A,2011,VIII
2011gkN,A4,73,College_A,2011,VIII
2011gkN,A5,69,College_A,2011,VIII
2011CGY,A1,86,College_A,2011,VIII
2011CGY,A2,87,College_A,2011,VIII
2011CGY,A3,57,College_A,2011,VIII
2011CGY,A4,74,College_A,2011,VIII
2011CGY,A5,57,College_A,2011,VIII
2011uKi,A1,74,College_A,2011,VIII
2011uKi,A2,76,College_A,2011,VIII
2011uKi,A3,64,College_A,2011,VIII
2011uKi,A4,52,College_A,2011,VIII
2011uKi,A5,54,College_A,2011,VIII
2011jmu,A1,82,College_A,2011,VIII
2011jmu,A2,90,College_A,2011,VIII
2011jmu,A3,94,College_A,2011,VIII
2011jmu,A4,79,College_A,2011,VIII
2011jmu,A5,91,College_A,2011,VIII
2011RVO,A1,62,College_A,2011,VIII
2011RVO,A2,63,College_A,2011,VIII
2011RVO,A3,77,College_A,2011,VIII
2011RVO,A4,87,College_A,2011,VIII
2011RVO,A5,52,College_A,2011,VIII
2011OJZ,A1,89,College_A,2011,VIII
2011OJZ,A2,69,College_A,2011,VIII
2011OJZ,A3,85,College_A,2011,VIII
2011OJZ,A4,64,College_A,2011,VIII
2011OJZ,A5,86,College_A,2011,VIII
2011OKs,A1,65,College_A,2011,VIII
2011OKs,A2,55,College_A,2011,VIII
2011OKs,A3,51,College_A,2011,VIII
2011OKs,A4,82,College_A,2011,VIII
2011OKs,A5,73,College_A,2011,VIII
2011DyE,A1,67,College_A,2011,VIII
2011DyE,A2,67,College_A,2011,VIII
2011DyE,A3,51,College_A,2011,VIII
2011DyE,A4,54,College_A,2011,VIII
2011DyE,A5,75,College_A,2011,VIII
2011sou,A1,90,College_A,2011,VIII
2011sou,A2,91,College_A,2011,VIII
2011sou,A3,51,College_A,2011,VIII
2011sou,A4,85,College_A,2011,VIII
2011sou,A5,79,College_A,2011,VIII
2011YWI,A1,53,College_A,2011,VIII
2011YWI,A2,74,College_A,2011,VIII
2011YWI,A3,71,College_A,2011,VIII
2011YWI,A4,66,College_A,2011,VIII
2011YWI,A5,70,College_A,2011,VIII
2011ydZ,A1,75,College_A,2011,VIII
2011ydZ,A2,51,College_A,2011,VIII
2011ydZ,A3,63,College_A,2011,VIII
2011ydZ,A4,72,College_A,2011,VIII
2011ydZ,A5,67,College_A,2011,VIII
2011fHw,A1,71,College_A,2011,VIII
2011fHw,A2,67,College_A,2011,VIII
2011fHw,A3,50,College_A,2011,VIII
2011fHw,A4,85,College_A,2011,VIII
2011fHw,A5,64,College_A,2011,VIII
2011eVC,A1,60,College_A,2011,VIII
2011eVC,A2,79,College_A,2011,VIII
2011eVC,A3,85,College_A,2011,VIII
2011eVC,A4,54,College_A,2011,VIII
2011eVC,A5,89,College_A,2011,VIII
2011Qca,A1,91,College_A,2011,VIII
2011Qca,A2,73,College_A,2011,VIII
2011Qca,A3,68,College_A,2011,VIII
2011Qca,A4,85,College_A,2011,VIII
2011Qca,A5,73,College_A,2011,VIII
2011TmR,A1,66,College_A,2011,VIII
2011TmR,A2,62,College_A,2011,VIII
2011TmR,A3,83,College_A,2011,VIII
2011TmR,A4,68,College_A,2011,VIII
2011TmR,A5,73,College_A,2011,VIII
2011sfm,A1,82,College_A,2011,VIII
2011sfm,A2,74,College_A,2011,VIII
2011sfm,A3,66,College_A,2011,VIII
2011sfm,A4,84,College_A,2011,VIII
2011sfm,A5,85,College_A,2011,VIII
2011URd,A1,62,College_A,2011,VIII
2011URd,A2,51,College_A,2011,VIII
2011URd,A3,89,College_A,2011,VIII
2011URd,A4,56,College_A,2011,VIII
2011URd,A5,61,College_A,2011,VIII
2011NUb,A1,68,College_A,2011,VIII
2011NUb,A2,60,College_A,2011,VIII
2011NUb,A3,87,College_A,2011,VIII
2011NUb,A4,72,College_A,2011,VIII
2011NUb,A5,75,College_A,2011,VIII
2011NNF,A1,93,College_A,2011,VIII
2011NNF,A2,83,College_A,2011,VIII
2011NNF,A3,63,College_A,2011,VIII
2011NNF,A4,77,College_A,2011,VIII
2011NNF,A5,60,College_A,2011,VIII
2011wnT,A1,72,College_A,2011,VIII
2011wnT,A2,51,College_A,2011,VIII
2011wnT,A3,91,College_A,2011,VIII
2011wnT,A4,94,College_A,2011,VIII
2011wnT,A5,78,College_A,2011,VIII
2011RzW,A1,80,College_A,2011,VIII
2011RzW,A2,72,College_A,2011,VIII
2011RzW,A3,68,College_A,2011,VIII
2011RzW,A4,51,College_A,2011,VIII
2011RzW,A5,52,College_A,2011,VIII
2011WKe,A1,94,College_A,2011,VIII
2011WKe,A2,70,College_A,2011,VIII
2011WKe,A3,61,College_A,2011,VIII
2011WKe,A4,58,College_A,2011,VIII
2011WKe,A5,66,College_A,2011,VIII
2011EKZ,A1,63,College_A,2011,VIII
2011EKZ,A2,61,College_A,2011,VIII
2011EKZ,A3,76,College_A,2011,VIII
2011EKZ,A4,68,College_A,2011,VIII
2011EKZ,A5,91,College_A,2011,VIII
2011zLf,A1,54,College_A,2011,VIII
2011zLf,A2,85,College_A,2011,VIII
2011zLf,A3,78,College_A,2011,VIII
2011zLf,A4,84,College_A,2011,VIII
2011zLf,A5,77,College_A,2011,VIII
2011xtE,A1,63,College_A,2011,VIII
2011xtE,A2,88,College_A,2011,VIII
2011xtE,A3,78,College_A,2011,VIII
2011xtE,A4,82,College_A,2011,VIII
2011xtE,A5,59,College_A,2011,VIII
2011djY,A1,69,College_A,2011,VIII
2011djY,A2,87,College_A,2011,VIII
2011djY,A3,81,College_A,2011,VIII
2011djY,A4,54,College_A,2011,VIII
2011djY,A5,79,College_A,2011,VIII
2011IMr,A1,76,College_A,2011,VIII
2011IMr,A2,59,College_A,2011,VIII
2011IMr,A3,93,College_A,2011,VIII
2011IMr,A4,68,College_A,2011,VIII
2011IMr,A5,86,College_A,2011,VIII
2011aAL,A1,80,College_A,2011,VIII
2011aAL,A2,92,College_A,2011,VIII
2011aAL,A3,51,College_A,2011,VIII
2011aAL,A4,74,College_A,2011,VIII
2011aAL,A5,74,College_A,2011,VIII
2011Rpx,A1,91,College_A,2011,VIII
2011Rpx,A2,65,College_A,2011,VIII
2011Rpx,A3,62,College_A,2011,VIII
2011Rpx,A4,93,College_A,2011,VIII
2011Rpx,A5,82,College_A,2011,VIII
2011ibL,A1,87,College_A,2011,VIII
2011ibL,A2,88,College_A,2011,VIII
2011ibL,A3,51,College_A,2011,VIII
2011ibL,A4,53,College_A,2011,VIII
2011ibL,A5,52,College_A,2011,VIII
2011GDH,A1,69,College_A,2011,VIII
2011GDH,A2,75,College_A,2011,VIII
2011GDH,A3,84,College_A,2011,VIII
2011GDH,A4,70,College_A,2011,VIII
2011GDH,A5,59,College_A,2011,VIII
2011yne,A1,55,College_A,2011,VIII
2011yne,A2,70,College_A,2011,VIII
2011yne,A3,84,College_A,2011,VIII
2011yne,A4,74,College_A,2011,VIII
2011yne,A5,65,College_A,2011,VIII
2011KHQ,A1,76,College_A,2011,VIII
2011KHQ,A2,59,College_A,2011,VIII
2011KHQ,A3,73,College_A,2011,VIII
2011KHQ,A4,64,College_A,2011,VIII
2011KHQ,A5,76,College_A,2011,VIII
2011Dkv,A1,90,College_A,2011,VIII
2011Dkv,A2,81,College_A,2011,VIII
2011Dkv,A3,63,College_A,2011,VIII
2011Dkv,A4,91,College_A,2011,VIII
2011Dkv,A5,74,College_A,2011,VIII
2011kqG,A1,70,College_A,2011,VIII
2011kqG,A2,69,College_A,2011,VIII
2011kqG,A3,75,College_A,2011,VIII
2011kqG,A4,87,College_A,2011,VIII
2011kqG,A5,73,College_A,2011,VIII
2011nqD,A1,54,College_A,2011,VIII
2011nqD,A2,82,College_A,2011,VIII
2011nqD,A3,65,College_A,2011,VIII
2011nqD,A4,64,College_A,2011,VIII
2011nqD,A5,84,College_A,2011,VIII
2011GYL,A1,62,College_A,2011,VIII
2011GYL,A2,57,College_A,2011,VIII
2011GYL,A3,84,College_A,2011,VIII
2011GYL,A4,74,College_A,2011,VIII
2011GYL,A5,83,College_A,2011,VIII
2011usm,A1,63,College_A,2011,VIII
2011usm,A2,72,College_A,2011,VIII
2011usm,A3,67,College_A,2011,VIII
2011usm,A4,94,College_A,2011,VIII
2011usm,A5,56,College_A,2011,VIII
2011JWQ,A1,61,College_A,2011,VIII
2011JWQ,A2,78,College_A,2011,VIII
2011JWQ,A3,74,College_A,2011,VIII
2011JWQ,A4,56,College_A,2011,VIII
2011JWQ,A5,92,College_A,2011,VIII
2011CgD,A1,87,College_A,2011,VIII
2011CgD,A2,51,College_A,2011,VIII
2011CgD,A3,81,College_A,2011,VIII
2011CgD,A4,51,College_A,2011,VIII
2011CgD,A5,85,College_A,2011,VIII
2011zNy,A1,50,College_A,2011,VIII
2011zNy,A2,58,College_A,2011,VIII
2011zNy,A3,55,College_A,2011,VIII
2011zNy,A4,92,College_A,2011,VIII
2011zNy,A5,87,College_A,2011,VIII
2011oEH,A1,81,College_A,2011,VIII
2011oEH,A2,65,College_A,2011,VIII
2011oEH,A3,92,College_A,2011,VIII
2011oEH,A4,52,College_A,2011,VIII
2011oEH,A5,63,College_A,2011,VIII
2011Mhb,A1,92,College_A,2011,VIII
2011Mhb,A2,57,College_A,2011,VIII
2011Mhb,A3,54,College_A,2011,VIII
2011Mhb,A4,64,College_A,2011,VIII
2011Mhb,A5,75,College_A,2011,VIII
2011iUN,A1,55,College_A,2011,VIII
2011iUN,A2,78,College_A,2011,VIII
2011iUN,A3,76,College_A,2011,VIII
2011iUN,A4,50,College_A,2011,VIII
2011iUN,A5,69,College_A,2011,VIII
2011zyJ,A1,84,College_A,2011,VIII
2011zyJ,A2,81,College_A,2011,VIII
2011zyJ,A3,94,College_A,2011,VIII
2011zyJ,A4,82,College_A,2011,VIII
2011zyJ,A5,75,College_A,2011,VIII
2011Mer,A1,55,College_A,2011,VIII
2011Mer,A2,80,College_A,2011,VIII
2011Mer,A3,76,College_A,2011,VIII
2011Mer,A4,70,College_A,2011,VIII
2011Mer,A5,68,College_A,2011,VIII
2011Raa,A1,62,College_A,2011,VIII
2011Raa,A2,72,College_A,2011,VIII
2011Raa,A3,79,College_A,2011,VIII
2011Raa,A4,88,College_A,2011,VIII
2011Raa,A5,90,College_A,2011,VIII
2011uSx,A1,84,College_A,2011,VIII
2011uSx,A2,62,College_A,2011,VIII
2011uSx,A3,67,College_A,2011,VIII
2011uSx,A4,64,College_A,2011,VIII
2011uSx,A5,57,College_A,2011,VIII
2011pNa,A1,80,College_A,2011,VIII
2011pNa,A2,90,College_A,2011,VIII
2011pNa,A3,78,College_A,2011,VIII
2011pNa,A4,71,College_A,2011,VIII
2011pNa,A5,68,College_A,2011,VIII
2011oDi,A1,68,College_A,2011,VIII
2011oDi,A2,80,College_A,2011,VIII
2011oDi,A3,69,College_A,2011,VIII
2011oDi,A4,62,College_A,2011,VIII
2011oDi,A5,53,College_A,2011,VIII
2011QXZ,A1,74,College_A,2011,VIII
2011QXZ,A2,75,College_A,2011,VIII
2011QXZ,A3,72,College_A,2011,VIII
2011QXZ,A4,83,College_A,2011,VIII
2011QXZ,A5,91,College_A,2011,VIII
2011eoK,A1,85,College_A,2011,VIII
2011eoK,A2,86,College_A,2011,VIII
2011eoK,A3,94,College_A,2011,VIII
2011eoK,A4,80,College_A,2011,VIII
2011eoK,A5,72,College_A,2011,VIII
2011cvL,A1,53,College_A,2011,VIII
2011cvL,A2,91,College_A,2011,VIII
2011cvL,A3,76,College_A,2011,VIII
2011cvL,A4,61,College_A,2011,VIII
2011cvL,A5,92,College_A,2011,VIII
2011Cix,A1,55,College_A,2011,VIII
2011Cix,A2,90,College_A,2011,VIII
2011Cix,A3,94,College_A,2011,VIII
2011Cix,A4,78,College_A,2011,VIII
2011Cix,A5,57,College_A,2011,VIII
2011hgV,A1,90,College_A,2011,VIII
2011hgV,A2,63,College_A,2011,VIII
2011hgV,A3,67,College_A,2011,VIII
2011hgV,A4,82,College_A,2011,VIII
2011hgV,A5,73,College_A,2011,VIII
2011yGw,A1,94,College_A,2011,VIII
2011yGw,A2,63,College_A,2011,VIII
2011yGw,A3,87,College_A,2011,VIII
2011yGw,A4,85,College_A,2011,VIII
2011yGw,A5,89,College_A,2011,VIII
2011nOy,A1,72,College_A,2011,VIII
2011nOy,A2,50,College_A,2011,VIII
2011nOy,A3,61,College_A,2011,VIII
2011nOy,A4,56,College_A,2011,VIII
2011nOy,A5,67,College_A,2011,VIII
2011pwz,A1,55,College_A,2011,VIII
2011pwz,A2,53,College_A,2011,VIII
2011pwz,A3,68,College_A,2011,VIII
2011pwz,A4,88,College_A,2011,VIII
2011pwz,A5,76,College_A,2011,VIII
2011BKv,A1,51,College_A,2011,VIII
2011BKv,A2,77,College_A,2011,VIII
2011BKv,A3,56,College_A,2011,VIII
2011BKv,A4,87,College_A,2011,VIII
2011BKv,A5,67,College_A,2011,VIII
2011Ppi,A1,76,College_A,2011,VIII
2011Ppi,A2,89,College_A,2011,VIII
2011Ppi,A3,86,College_A,2011,VIII
2011Ppi,A4,57,College_A,2011,VIII
2011Ppi,A5,56,College_A,2011,VIII
2011FGr,A1,62,College_A,2011,VIII
2011FGr,A2,60,College_A,2011,VIII
2011FGr,A3,78,College_A,2011,VIII
2011FGr,A4,84,College_A,2011,VIII
2011FGr,A5,94,College_A,2011,VIII
2011DQE,A1,52,College_A,2011,VIII
2011DQE,A2,55,College_A,2011,VIII
2011DQE,A3,80,College_A,2011,VIII
2011DQE,A4,78,College_A,2011,VIII
2011DQE,A5,53,College_A,2011,VIII
2011Qao,A1,68,College_A,2011,VIII
2011Qao,A2,82,College_A,2011,VIII
2011Qao,A3,81,College_A,2011,VIII
2011Qao,A4,69,College_A,2011,VIII
2011Qao,A5,67,College_A,2011,VIII
2011pMO,A1,53,College_A,2011,VIII
2011pMO,A2,52,College_A,2011,VIII
2011pMO,A3,74,College_A,2011,VIII
2011pMO,A4,58,College_A,2011,VIII
2011pMO,A5,86,College_A,2011,VIII
2011Bwe,A1,62,College_A,2011,VIII
2011Bwe,A2,86,College_A,2011,VIII
2011Bwe,A3,64,College_A,2011,VIII
2011Bwe,A4,61,College_A,2011,VIII
2011Bwe,A5,94,College_A,2011,VIII
2011YEc,A1,75,College_A,2011,VIII
2011YEc,A2,57,College_A,2011,VIII
2011YEc,A3,66,College_A,2011,VIII
2011YEc,A4,84,College_A,2011,VIII
2011YEc,A5,54,College_A,2011,VIII
2011mhh,A1,82,College_A,2011,VIII
2011mhh,A2,57,College_A,2011,VIII
2011mhh,A3,54,College_A,2011,VIII
2011mhh,A4,80,College_A,2011,VIII
2011mhh,A5,78,College_A,2011,VIII
2011anM,A1,94,College_A,2011,VIII
2011anM,A2,86,College_A,2011,VIII
2011anM,A3,63,College_A,2011,VIII
2011anM,A4,80,College_A,2011,VIII
2011anM,A5,57,College_A,2011,VIII
2011qXS,A1,75,College_A,2011,VIII
2011qXS,A2,88,College_A,2011,VIII
2011qXS,A3,62,College_A,2011,VIII
